Geoid 2010,Year,Med Family Income Adj,Med Gross Rent Adj,Med Household Income Adj,Poverty Perc,Unemployment
48167,2015-2019,94619.443249603970,1142.59840733810960,77724.249731079400,0.1240550702166712,0.0622502792094937
48169,2015-2019,72244.441042825190,821.44134108259280,52600.863785684945,0.1970057034220532,0.0256152687091913
48171,2015-2019,77884.298302051610,1004.80824689844880,62699.822621601000,0.0949313702936891,0.0427655024946543
48173,2015-2019,82611.560729443050,958.17157721117920,83157.421749646320,0.1172185430463576,0E-16
48175,2015-2019,85456.397580366510,666.69239166574300,64326.806439100070,0.1314730346122887,0.0496019595835884
48177,2015-2019,66146.696481214680,768.44512552887720,56787.564814428486,0.1411730176588563,0.0335563109990130
48179,2015-2019,65797.981382871220,786.46383881714040,50825.490564635470,0.1648866766539409,0.0552237241957455
48181,2015-2019,73326.623764432060,926.37384787894980,58099.751111538480,0.1307329618516930,0.0455107438533890
48183,2015-2019,64774.094498373440,906.23528596853780,53187.001929709040,0.1800876391879550,0.0466552493642638
48185,2015-2019,63540.342600282940,794.94323330573500,56083.775071875140,0.1697044334975369,0.0588339066772514
48187,2015-2019,89848.723925458460,1208.31371462471720,78960.121477792040,0.0910973480648902,0.0357810104237801
48189,2015-2019,58584.136521699445,685.77102926508060,51283.377867019575,0.1601498032245779,0.0476348437603662
48191,2015-2019,46371.688609501210,575.53890091335210,36750.755637879665,0.2288673571667223,0.1021739130434782
48193,2015-2019,70080.075599611450,718.62868290838450,53870.653110351974,0.1732361299888792,0.0204022988505747
48195,2015-2019,44367.371737259680,829.92073557118730,40277.123820823910,0.1739210284664830,0.0431277710600564
48197,2015-2019,56925.354974868150,571.29920366905480,44367.371737259680,0.1387755102040816,0.0770482908301682
48199,2015-2019,80708.996591064660,856.41884334804510,63954.773005912990,0.1207105657415994,0.0351847399214554
48201,2015-2019,75528.086558533410,1142.59840733810960,65402.629614840500,0.1570887404725320,0.0581843646901489
48203,2015-2019,69018.031439914980,833.10050850441020,55349.247524300640,0.1737618124172746,0.0539826605256028
48205,2015-2019,72128.909292918090,953.93187996688200,61791.467487010320,0.0609223300970873,0.0039643211100099
48207,2015-2019,57357.804093786464,578.71867384657500,42728.728752338790,0.2037248194602812,0.1221737405791352
48209,2015-2019,91037.959002483840,1223.15265497975770,72834.818884093590,0.1372990807472760,0.0461265831581507
